F:\Data\IMG\center_2020_12_21_11_52_27_995.jpg, F:\Data\IMG\left_2020_12_21_11_52_27_995.jpg, F:\Data\IMG\right_2020_12_21_11_52_27_995.jpg, 0, 0, 0, 7.792576E-05
F:\Data\IMG\center_2020_12_21_11_52_28_203.jpg, F:\Data\IMG\left_2020_12_21_11_52_28_203.jpg, F:\Data\IMG\right_2020_12_21_11_52_28_203.jpg, 0, 0, 0, 7.824162E-05
F:\Data\IMG\center_2020_12_21_11_52_28_303.jpg, F:\Data\IMG\left_2020_12_21_11_52_28_303.jpg, F:\Data\IMG\right_2020_12_21_11_52_28_303.jpg, 0, 0, 0, 7.793756E-05
F:\Data\IMG\center_2020_12_21_11_52_28_416.jpg, F:\Data\IMG\left_2020_12_21_11_52_28_416.jpg, F:\Data\IMG\right_2020_12_21_11_52_28_416.jpg, 0, 0, 0, 7.786785E-05
F:\Data\IMG\center_2020_12_21_11_52_28_516.jpg, F:\Data\IMG\left_2020_12_21_11_52_28_516.jpg, F:\Data\IMG\right_2020_12_21_11_52_28_516.jpg, 0, 0, 0, 7.869204E-05
F:\Data\IMG\center_2020_12_21_11_52_28_621.jpg, F:\Data\IMG\left_2020_12_21_11_52_28_621.jpg, F:\Data\IMG\right_2020_12_21_11_52_28_621.jpg, 0, 0, 0, 7.826274E-05
F:\Data\IMG\center_2020_12_21_11_52_28_725.jpg, F:\Data\IMG\left_2020_12_21_11_52_28_725.jpg, F:\Data\IMG\right_2020_12_21_11_52_28_725.jpg, 0, 0, 0, 7.807263E-05
F:\Data\IMG\center_2020_12_21_11_52_28_832.jpg, F:\Data\IMG\left_2020_12_21_11_52_28_832.jpg, F:\Data\IMG\right_2020_12_21_11_52_28_832.jpg, 0, 0, 0, 7.94822E-05
F:\Data\IMG\center_2020_12_21_11_52_28_934.jpg, F:\Data\IMG\left_2020_12_21_11_52_28_934.jpg, F:\Data\IMG\right_2020_12_21_11_52_28_934.jpg, 0, 0, 0, 7.831985E-05
F:\Data\IMG\center_2020_12_21_11_52_29_035.jpg, F:\Data\IMG\left_2020_12_21_11_52_29_035.jpg, F:\Data\IMG\right_2020_12_21_11_52_29_035.jpg, 0, 0, 0, 7.792677E-05
F:\Data\IMG\center_2020_12_21_11_52_29_173.jpg, F:\Data\IMG\left_2020_12_21_11_52_29_173.jpg, F:\Data\IMG\right_2020_12_21_11_52_29_173.jpg, 0, 0, 0, 7.836376E-05
F:\Data\IMG\center_2020_12_21_11_52_29_272.jpg, F:\Data\IMG\left_2020_12_21_11_52_29_272.jpg, F:\Data\IMG\right_2020_12_21_11_52_29_272.jpg, 0, 0, 0, 7.812311E-05
F:\Data\IMG\center_2020_12_21_11_52_29_397.jpg, F:\Data\IMG\left_2020_12_21_11_52_29_397.jpg, F:\Data\IMG\right_2020_12_21_11_52_29_397.jpg, 0, 0.3614304, 0, 0.4831217
F:\Data\IMG\center_2020_12_21_11_52_29_496.jpg, F:\Data\IMG\left_2020_12_21_11_52_29_496.jpg, F:\Data\IMG\right_2020_12_21_11_52_29_496.jpg, 0, 0.6292557, 0, 1.14351
